ул. Придорожная, д. 2, Екатеринбург
ул. 40-летия Октября, д. 53, Екатеринбург
ул. 40-летия Октября, д. 55, Екатеринбург
ул. 40-летия Октября, д. 56, Екатеринбург
ул. 40-летия Октября, д. 58, Екатеринбург
ул. Бакинских комиссаров, д. 10, Екатеринбург
ул. Бакинских комиссаров, д. 58, Екатеринбург
ул. Бакинских комиссаров, д. 100, Екатеринбург
ул. Банникова, д. 8, Екатеринбург
ул. Восстания, д. 7, Екатеринбург
ул. Восстания, д. 9, Екатеринбург
ул. Восстания, д. 17, Екатеринбург
ул. Восстания, д. 21, Екатеринбург
ул. Восстания, д. 91, Екатеринбург
ул. Восстания, д. 95, Екатеринбург
ул. Восстания, д. 108, Екатеринбург
ул. Донбасская, д. 14, Екатеринбург
ул. Донбасская, д. 34, Екатеринбург
ул. Донбасская, д. 37, Екатеринбург
ул. Достоевского, д. 69, Екатеринбург
ул. Дружбы, д. 6, Екатеринбург
ул. Избирателей, д. 9, Екатеринбург
ул. Избирателей, д. 13, Екатеринбург
ул. Избирателей, д. 20, Екатеринбург
ул. Избирателей, д. 28, Екатеринбург
ул. Избирателей, д. 30, Екатеринбург
ул. Избирателей, д. 36, Екатеринбург
ул. Избирателей, д. 44, Екатеринбург
ул. Избирателей, д. 67, Екатеринбург
ул. Избирателей, д. 67А, Екатеринбург
ул. Избирателей, д. 69, Екатеринбург
ул. Ильича, д. 13, Екатеринбург
ул. Ильича, д. 20А, Екатеринбург
ул. Ильича, д. 52А, Екатеринбург
ул. Ильича, д. 52Б, Екатеринбург
ул. Ильича, д. 52В, Екатеринбург
ул. Индустрии, д. 22, Екатеринбург
ул. Индустрии, д. 27, Екатеринбург
ул. Индустрии, д. 29, Екатеринбург
ул. Индустрии, д. 32, Екатеринбург
ул. Индустрии, д. 34, Екатеринбург
ул. Индустрии, д. 36, Екатеринбург
ул. Индустрии, д. 39, Екатеринбург
ул. Индустрии, д. 47, Екатеринбург
ул. Индустрии, д. 52А, Екатеринбург
ул. Калинина, д. 31, Екатеринбург
ул. Кировградская, д. 17, Екатеринбург
ул. Кировградская, д. 19, Екатеринбург
ул. Кировградская, д. 64, Екатеринбург
ул. Коммунистическая, д. 6, Екатеринбург
ул. Коммунистическая, д. 20, Екатеринбург
ул. Коммунистическая, д. 83, Екатеринбург
ул. Коммунистическая, д. 85, Екатеринбург
ул. Красных партизан, д. 1, Екатеринбург
б-р. Культуры, д. 4, Екатеринбург
б-р. Культуры, д. 22, Екатеринбург
б-р. Культуры, д. 24, Екатеринбург
ул. Ломоносова, д. 28, Екатеринбург
ул. Ломоносова, д. 59, Екатеринбург
ул. Ломоносова, д. 63, Екатеринбург
ул. Ломоносова, д. 73, Екатеринбург
ул. Машиностроителей, д. 67А, Екатеринбург
ул. Новаторов, д. 9, Екатеринбург
ул. Новаторов, д. 10, Екатеринбург
ул. Новаторов, д. 12, Екатеринбург
пр-кт. Орджоникидзе, д. 10, Екатеринбург
пр-кт. Орджоникидзе, д. 6А, Екатеринбург
ул. Победы, д. 9А, Екатеринбург
ул. Победы, д. 16, Екатеринбург
ул. Победы, д. 24, Екатеринбург
ул. Победы, д. 30, Екатеринбург
ул. Победы, д. 40/1, Екатеринбург
пер. Симбирский, д. 7, Екатеринбург
ул. Стахановская, д. 4, Екатеринбург
ул. Уральских рабочих, д. 63, Екатеринбург
ул. Фестивальная, д. 20, Екатеринбург
ул. Хмелева, д. 6, Екатеринбург
ул. Хмелева, д. 12, Екатеринбург
пер. Черниговский, д. 10, Екатеринбург
пер. Черниговский, д. 29, Екатеринбург
ул. Ярославская, д. 31, Екатеринбург
ул. Ярославская, д. 33, Екатеринбург
ул. Агрономическая, д. 12/14, Екатеринбург
ул. Академика Шварца, д. 2/1, Екатеринбург
ул. Братская, д. 19, Екатеринбург
ул. Братская, д. 23, Екатеринбург
ул. Военная, д. 4, Екатеринбург
ул. Военная, д. 8А, Екатеринбург
ул. Военная, д. 10, Екатеринбург
ул. Газетная, д. 34, Екатеринбург
ул. Зенитчиков, д. 106, Екатеринбург
ул. Зенитчиков, д. 108, Екатеринбург
пер. Коллективный, д. 13, Екатеринбург
ул. Окружная, д. 4, Екатеринбург
ул. Патриса Лумумбы, д. 27, Екатеринбург
ул. Патриса Лумумбы, д. 29А, Екатеринбург
ул. Патриса Лумумбы, д. 50, Екатеринбург
ул. Санаторная, д. 15, Екатеринбург
ул. Санаторная, д. 5, Екатеринбург
ул. Селькоровская, д. 60, Екатеринбург
ул. Селькоровская, д. 70, Екатеринбург
ул. Симферопольская, д. 16, Екатеринбург
ул. Симферопольская, д. 17, Екатеринбург
ул. Симферопольская, д. 20, Екатеринбург
ул. Симферопольская, д. 34, Екатеринбург
ул. Симферопольская, д. 35, Екатеринбург
ул. Симферопольская, д. 36, Екатеринбург
ул. Сухоложская, д. 11, Екатеринбург
ул. Сухоложская, д. 12, Екатеринбург
ул. Сухоложская, д. 6, Екатеринбург
ул. Титова, д. 17А, Екатеринбург
ул. Титова, д. 18, Екатеринбург
ул. Титова, д. 22, Екатеринбург
ул. Титова, д. 26, Екатеринбург
ул. Титова, д. 8/2, Екатеринбург
ул. Умельцев, д. 7, Екатеринбург
ул. Ферганская, д. 2, Екатеринбург
ул. Ферганская, д. 4, Екатеринбург
ул. Эскадронная, д. 35, Екатеринбург
ул. Дарвина, д. 2, Екатеринбург
ул. Колхозников, д. 85, Екатеринбург
ул. Мраморская, д. 40, Екатеринбург
ул. Патриотов, д. 12, Екатеринбург
ул. Чайковского, д. 86/2, Екатеринбург
ул. Щербакова, д. 115, Екатеринбург
ул. Щербакова, д. 139, Екатеринбург
ул. Щербакова, д. 3/1, Екатеринбург
ул. Щербакова, д. 47, Екатеринбург
ул. Щербакова, д. 7, Екатеринбург
ул. Бисертская, д. 26, Екатеринбург
ул. Бородина, д. 31, Екатеринбург
ул. Грибоедова, д. 22, Екатеринбург
ул. Дагестанская, д. 32, Екатеринбург
ул. Дагестанская, д. 4, Екатеринбург
ул. Инженерная, д. 19А, Екатеринбург
ул. Инженерная, д. 23, Екатеринбург
ул. Инженерная, д. 43, Екатеринбург
ул. Инженерная, д. 67, Екатеринбург
ул. Косарева, д. 11, Екатеринбург
ул. Косарева, д. 17, Екатеринбург
ул. Профсоюзная, д. 14, Екатеринбург
ул. Профсоюзная, д. 53, Екатеринбург
ул. Славянская, д. 56, Екатеринбург
пер. Угловой, д. 2, Екатеринбург
пер. Угловой, д. 4, Екатеринбург
ул. 8 Марта, д. 189/1, Екатеринбург
ул. 8 Марта, д. 189/2, Екатеринбург
ул. 8 Марта, д. 189/3, Екатеринбург
ул. 8 Марта, д. 189/4, Екатеринбург
ул. Академика Шварца, д. 16/1, Екатеринбург
ул. Белинского, д. 220/5, Екатеринбург
ул. Бородина, д. 9/1, Екатеринбург
ул. Военная, д. 13, Екатеринбург
ул. Грибоедова, д. 11, Екатеринбург
ул. Инженерная, д. 11, Екатеринбург
ул. Крестинского, д. 49/2, Екатеринбург
ул. Крестинского, д. 55/1, Екатеринбург
ул. Крестинского, д. 57, Екатеринбург
ул. Славянская, д. 60, Екатеринбург
ул. Трактористов, д. 17, Екатеринбург
ул. Чайковского, д. 82/2, Екатеринбург
ул. Чайковского, д. 84/3, Екатеринбург
ул. Аптекарская, д. 39, Екатеринбург
ул. Бисертская, д. 12, Екатеринбург
ул. Братская, д. 12, Екатеринбург
ул. Донбасская, д. 4, Екатеринбург
ул. Донбасская, д. 6, Екатеринбург
ул. Донбасская, д. 8, Екатеринбург
ул. Ключевская, д. 14, Екатеринбург
пр-кт. Космонавтов, д. 68, Екатеринбург
пер. Короткий, д. 4, Екатеринбург
ул. Старых Большевиков, д. 5, Екатеринбург
ул. Агрономическая, д. 6А, Екатеринбург
ул. Июльская, д. 16, Екатеринбург
ул. Июльская, д. 41, Екатеринбург
ул. Студенческая, д. 37, Екатеринбург
ул. Новосибирская, д. 167, Екатеринбург
ул. Ольховская, д. 25/1, Екатеринбург
ул.Волгоградская, 37, Екатеринбург
ул. Крылова, д. 3, Екатеринбург
ул. Рубиновая, д. 3, Екатеринбург
пер. Высокий, д. 8, Екатеринбург
п. Широкая Речка, д. 19, Екатеринбург
ул. Славянская, д. 58, Екатеринбург
ул. Шарташская, д. 21, к. А, Екатеринбург
ул. 8 Марта, д. 125, Екатеринбург
ул. Энтузиастов, д. 44, Екатеринбург
ул. Ясная, д. 38, Екатеринбург
ул. 22 Партсъезда, д. 14, Екатеринбург
ул. Селькоровская, д. 66, Екатеринбург
ул. Селькоровская, д. 68, Екатеринбург
ул. Металлургов, д. 34, Екатеринбург
пер. Сухумский, д. 4, Екатеринбург
ул. Металлургов, д. 36, Екатеринбург
ул. Патриса Лумумбы, д. 27, к. б, Екатеринбург
ул. Посадская, д. 55, Екатеринбург
ул. Селькоровская, д. 106, Екатеринбург
ул. Титова, д. 42, Екатеринбург
ул. Крауля, д. 85, Екатеринбург
ул. Военная, д. 9, Екатеринбург
ул. Военная, д. 18, Екатеринбург
ул. Профсоюзная, д. 77, Екатеринбург
ул. Металлургов, д. 14, к. А, Екатеринбург
ул. Дагестанская, д. 2, Екатеринбург
ул. Посадская, д. 28, к. 4, Екатеринбург
ул. Коммунистическая, д. 2, Екатеринбург
ул. Коуровская, д. 17, Екатеринбург
ул. Еремина, д. 15, Екатеринбург
ул. Краснофлотцев, д. 10, Екатеринбург
ул. Коуровская, д. 22, Екатеринбург
ул. Бабушкина, д. 6, к. А, Екатеринбург
ул. Энтузиастов, д. 18, Екатеринбург
пер. Невьянский, д. 1, Екатеринбург
ул. Энтузиастов, д. 16, Екатеринбург
ул. Сортировочная, д. 21, Екатеринбург
ул. Бакинских комиссаров, д. 169, Екатеринбург
ул. Ангарская, д. 66, Екатеринбург
ул. Баумана, д. 5, Екатеринбург
ул. Фрунзе, д. 64, Екатеринбург
ул. Старых Большевиков, д. 45, Екатеринбург
пр-кт. Космонавтов, д. 85, Екатеринбург
ул. Баумана, д. 44, Екатеринбург
ул. Красных командиров, д. 130, Екатеринбург
ул. Решетникова, д. 3, Екатеринбург
ул. Дагестанская, д. 20, Екатеринбург
ул. Инженерная, д. 46, Екатеринбург
ул. Инженерная, д. 52, Екатеринбург
ул. Отто Шмидта, д. 66, Екатеринбург
ул. Славянская, д. 35, к. а, Екатеринбург
ул. Дагестанская, д. 22, Екатеринбург
ул. Инженерная, д. 58, Екатеринбург
ул. Самаркандская, д. 20, Екатеринбург
ул. Начдива Онуфриева, д. 26, к. 1, Екатеринбург
ул. Торговая, д. 12, Екатеринбург
ул. Торговая, д. 14, Екатеринбург
ул. Академика Бардина, д. 7, к. 1, Екатеринбург
ул. Владимира Высоцкого, д. 6, Екатеринбург
ул. Комсомольская, д. 55, к. А, Екатеринбург
ул. Комсомольская, д. 45, к. 6, Екатеринбург
ул. Студенческая, д. 46, Екатеринбург
ул. Малышева, д. 139, Екатеринбург
ул. Шарташская, д. 9, к. 3, Екатеринбург
ул. Тургенева, д. 11, Екатеринбург
ул. Технологическая, д. 7, Екатеринбург
ул. Гагарина, д. 59, Екатеринбург
ул. Бисертская, д. 22, Екатеринбург
ул. Садовая, д. 3, к. А, Екатеринбург
ул. Декабристов, д. 27, Екатеринбург
ул. Восточная, д. 164, Екатеринбург
пер. Виражный, д. 2, Екатеринбург
ул. Восточная, д. 84, к. в, Екатеринбург
ул. Ферганская, д. 3, Екатеринбург
пер. Отдельный, д. 5, к. А, Екатеринбург
ул. Бажова, д. 76, к. А, Екатеринбург
ул. Блюхера, д. 75, к. 2, Екатеринбург
ул. Блюхера, д. 71, к. 2, Екатеринбург
ул. Коминтерна, д. 7, Екатеринбург
ул. Мельковская, д. 2, к. Б, Екатеринбург
ул. Электриков, д. 2, Екатеринбург
ул. Луначарского, д. 21, к. А, Екатеринбург
ул. Советская, д. 41, Екатеринбург
ул. Машиностроителей, д. 24, Екатеринбург
б-р. Культуры, д. 15, Екатеринбург
ул. Фестивальная, д. 3, Екатеринбург
ул. Викулова, д. 33, к. 4, Екатеринбург
ул. Викулова, д. 44, к. 3, Екатеринбург
ул. Луначарского, д. 217, Екатеринбург
ул. Белинского, д. 165, к. Б, Екатеринбург
ул. Белинского, д. 147, Екатеринбург
ул. Волгоградская, д. 186, Екатеринбург
ул. Студенческая, д. 82, Екатеринбург
ул. Волгоградская, д. 196, Екатеринбург
пер. Коллективный, д. 8, Екатеринбург
ул. Ползунова, д. 24, Екатеринбург
ул. Краснофлотцев, д. 20, Екатеринбург
ул. Лесная, д. 40, Екатеринбург
ул. Стачек, д. 12, Екатеринбург
ул. Стахановская, д. 2, Екатеринбург
ул. Колхозников, д. 52, Екатеринбург
ул. Корепина, д. 23, к. А, Екатеринбург
ул. Корепина, д. 21, к. А, Екатеринбург
ул. Краснофлотцев, д. 22, Екатеринбург
ул. Корепина, д. 21, Екатеринбург
ул. Фестивальная, д. 6, Екатеринбург
ул. 22 Партсъезда, д. 9, Екатеринбург
ул. Куйбышева, д. 48, к. Г, Екатеринбург
ул. 22 Партсъезда, д. 7, Екатеринбург
б-р. Культуры, д. 9, Екатеринбург
ул. Куйбышева, д. 48, к. 4, Екатеринбург
ул. Машиностроителей, д. 32, Екатеринбург
ул. Белинского, д. 220, к. 6, Екатеринбург
ул. 40-летия Октября, д. 11, Екатеринбург
ул. 40-летия Октября, д. 28, Екатеринбург
пр-кт. Космонавтов, д. 29, Екатеринбург
ул. 22 Партсъезда, д. 24, к. А, Екатеринбург
ул. Новаторов, д. 1, Екатеринбург
ул. 40-летия Октября, д. 17, Екатеринбург
ул. Коммунистическая, д. 4, Екатеринбург
б-р. Культуры, д. 12, Екатеринбург
б-р. Культуры, д. 19, Екатеринбург
ул. Лукиных, д. 6, Екатеринбург
б-р. Культуры, д. 16, Екатеринбург
ул. Фестивальная, д. 21, Екатеринбург
ул. Фестивальная, д. 23, Екатеринбург
б-р. Культуры, д. 14, Екатеринбург
б-р. Культуры, д. 18, Екатеринбург
пер. Черниговский, д. 11, Екатеринбург
ул. Краснофлотцев, д. 38, Екатеринбург
ул. Кировградская, д. 43, Екатеринбург
ул. Победы, д. 70, к. Г, Екатеринбург
ул. Викулова, д. 42, Екатеринбург
ул. Раевского, д. 16, Екатеринбург
ул. Викулова, д. 43, к. 3, Екатеринбург
ул. Тургенева, д. 30, Екатеринбург
ул. Тургенева, д. 30А, Екатеринбург
ул. Билимбаевская, д. 27, Екатеринбург
ул. Кировградская, д. 51/б, Екатеринбург
ул. Александровская, д. 3, Екатеринбург
ул. Профсоюзная, д. 57, Екатеринбург
ул. Педагогическая, д. 6, Екатеринбург
ул. Мичурина, д. 231, Екатеринбург
п. Шабровский, ул. Луначарского, д. 3, Екатеринбург
ул. Самолетная, д. 25, Екатеринбург
ул. Самаркандская, д. 25, Екатеринбург
ул. Симферопольская, д. 27, Екатеринбург
пер. Замятина, д. 25, Екатеринбург
пр-кт. Космонавтов, д. 87, Екатеринбург
ул. Посадская, д. 81, к. а, Екатеринбург
ул. Восточная, д. 166, Екатеринбург
ул. Папанина, д. 7, к. 3, Екатеринбург
ул. Ключевская, д. 18, Екатеринбург
ул. Академика Бардина, д. 3, к. 1, Екатеринбург
ул. Молодежи, д. 82, Екатеринбург
б-р. Культуры, д. 20, Екатеринбург
ул. 8 Марта, д. 59, к. 2, Екатеринбург
ул. Новаторов, д. 3, Екатеринбург
ул. Новаторов, д. 5, Екатеринбург
ул. Технологическая, д. 5, Екатеринбург
пр-кт. Ленина, д. 62, к. 6, Екатеринбург
ул. Самолетная, д. 3, к. 1, Екатеринбург
ул. Билимбаевская, д. 25, к. 5, Екатеринбург
ул. Щорса, д. 30, Екатеринбург
ул. Автомагистральная, д. 15, Екатеринбург
ул. Юмашева, д. 16, Екатеринбург
ул. Декабристов, д. 7, Екатеринбург
ул. Токарей, д. 64, Екатеринбург
ул. Щербакова, д. 113, Екатеринбург
ул. Толмачева, д. 28, Екатеринбург
ул. Советская, д. 43, Екатеринбург
ул. Начдива Онуфриева, д. 70, Екатеринбург
ул. Агрономическая, д. 62, Екатеринбург
ул. Азина, д. 55, Екатеринбург
ул. Ильича, д. 7, Екатеринбург
ул. Уральская, д. 6, Екатеринбург
ул. Красных командиров, д. 75, Екатеринбург
ул. Военная, д. 15, Екатеринбург
ул. Палисадная, д. 8, Екатеринбург
ул. Сыромолотова, д. 17, Екатеринбург
ул. Баумана, д. 2а, Екатеринбург
ул. Гагарина, д. 35, Екатеринбург
ул. Грибоедова, д. 2, Екатеринбург
ул. Пальмиро Тольятти, д. 19, Екатеринбург
ул. Первомайская, д. 97, Екатеринбург
п. Совхозный, ул. Пригородная, д. 1, Екатеринбург
ул. Белореченская, д. 10, Екатеринбург
ул. Волгоградская, д. 31, к. 1, Екатеринбург
ул. Луначарского, д. 225, Екатеринбург
ул. Советская, д. 10, Екатеринбург
ул. Восточная, д. 162, к. Б, Екатеринбург
ул. Санаторная, д. 11, Екатеринбург
ул. 22 Партсъезда, д. 5б, Екатеринбург
ул. Коммунистическая, д. 103, Екатеринбург
ул. Викулова, д. 34, к. 1, Екатеринбург
ул. Техническая, д. 81, Екатеринбург
ул. 8 Марта, д. 127, Екатеринбург
ул. Избирателей, д. 7, Екатеринбург
ул. Попова, д. 15/41, Екатеринбург
ул. Азина, д. 42, Екатеринбург
ул. Академическая, д. 28, Екатеринбург
ул. Инженерная, д. 28а, Екатеринбург
ул. Кирова, д. 7, Екатеринбург
ул. Татищева, д. 80, Екатеринбург
ул. Посадская, д. 42, Екатеринбург
ул. Заводская, д. 43/3, Екатеринбург
ул. Черняховского, д. 51, Екатеринбург
ул. Сухоложская, д. 7, Екатеринбург
пр-кт. Космонавтов, д. 101, Екатеринбург
ул. Агрономическая, д. 35, Екатеринбург
ул. Старых Большевиков, д. 11, Екатеринбург
ул. Старых Большевиков, д. 13, Екатеринбург
ул. 22 Партсъезда, д. 5а, Екатеринбург
ул. Корепина, д. 23, Екатеринбург
ул. Садовая, д. 9, Екатеринбург
ул. Уктусская, д. 35, Екатеринбург
ул. Автомагистральная, д. 21, Екатеринбург
ул. Кунарская, д. 5, Екатеринбург
ул. Фрезеровщиков, д. 37, Екатеринбург
ул. Владимира Высоцкого, д. 2, Екатеринбург
ул. Грибоедова, д. 24а, Екатеринбург
ул. Отто Шмидта, д. 72, Екатеринбург
ул. Толмачева, д. 13, Екатеринбург
ул. Гурзуфская, д. 25, Екатеринбург
ул. Блюхера, д. 55, Екатеринбург
ул. Кунарская, д. 31, Екатеринбург
ул. Профсоюзная, д. 79, Екатеринбург
ул. Самолетная, д. 5, к. 1, Екатеринбург
ул. Палисадная, д. 4, Екатеринбург
ул. Кузнечная, д. 84, Екатеринбург
ул. Кунарская, д. 3, Екатеринбург
ул. Автомагистральная, д. 25, Екатеринбург
ул. Уральских рабочих, д. 10, Екатеринбург
ул. Калинина, д. 35, Екатеринбург
ул. Черняховского, д. 29, Екатеринбург
ул. Агрономическая, д. 39а, Екатеринбург
ул. Фестивальная, д. 4, Екатеринбург
ул. Кобозева, д. 31, Екатеринбург
ул. Красина, д. 3, Екатеринбург
ул. Фролова, д. 23, Екатеринбург
ул. Куйбышева, д. 82, Екатеринбург
ул. 8 Марта, д. 194, Екатеринбург
ул. Куйбышева, д. 90, Екатеринбург
ул. Самолетная, д. 1, Екатеринбург
ул. 22 Партсъезда, д. 3, Екатеринбург
ул. Академика Губкина, д. 74, Екатеринбург
ул. Академика Губкина, д. 75, Екатеринбург
ул. Академика Губкина, д. 81, Екатеринбург
ул. Академика Губкина, д. 81А, Екатеринбург
ул. Академика Губкина, д. 81Б, Екатеринбург
ул. Академика Губкина, д. 85, Екатеринбург
ул. Альпинистов, д. 1Б, Екатеринбург
ул. Альпинистов, д. 2, Екатеринбург
ул. Альпинистов, д. 2А, Екатеринбург
ул. Альпинистов, д. 4, Екатеринбург
ул. Альпинистов, д. 6, Екатеринбург
ул. Альпинистов, д. 8, Екатеринбург
ул. Альпинистов, д. 18, Екатеринбург
ул. Альпинистов, д. 20, Екатеринбург
ул. Альпинистов, д. 24А, Екатеринбург
ул. Альпинистов, д. 24Б, Екатеринбург
ул. Бородина, д. 3, Екатеринбург
ул. Бородина, д. 4А, Екатеринбург
ул. Бородина, д. 4Б, Екатеринбург
ул. Бородина, д. 5, Екатеринбург
ул. Бородина, д. 6, Екатеринбург
ул. Бородина, д. 6А, Екатеринбург
ул. Бородина, д. 6Б, Екатеринбург
ул. Бородина, д. 8, Екатеринбург
ул. Бородина, д. 9, Екатеринбург
ул. Бородина, д. 11В, Екатеринбург
ул. Бородина, д. 15, Екатеринбург
ул. Бородина, д. 18, Екатеринбург
ул. Бородина, д. 21, Екатеринбург
ул. Бородина, д. 24, Екатеринбург
ул. Водная, д. 13, Екатеринбург
ул. Водная, д. 17, Екатеринбург
ул. Водная, д. 19, Екатеринбург
ул. Водная, д. 21, Екатеринбург
пер. Высокий, д. 4А, Екатеринбург
пер. Газовый, д. 3, Екатеринбург
пер. Газовый, д. 4, Екатеринбург
пер. Газовый, д. 5, Екатеринбург
пер. Газовый, д. 6, Екатеринбург
пер. Газовый, д. 8, Екатеринбург
ул. Грибоедова, д. 1, Екатеринбург
ул. Грибоедова, д. 2А, Екатеринбург
ул. Грибоедова, д. 4, Екатеринбург
ул. Грибоедова, д. 4А, Екатеринбург
ул. Грибоедова, д. 6, Екатеринбург
ул. Грибоедова, д. 6А, Екатеринбург
ул. Грибоедова, д. 8, Екатеринбург
ул. Грибоедова, д. 10, Екатеринбург
ул. Грибоедова, д. 12, Екатеринбург
ул. Грибоедова, д. 14, Екатеринбург
ул. Грибоедова, д. 15, Екатеринбург
ул. Грибоедова, д. 16, Екатеринбург
ул. Грибоедова, д. 17, Екатеринбург
ул. Грибоедова, д. 19, Екатеринбург
ул. Грибоедова, д. 20, Екатеринбург
ул. Грибоедова, д. 21, Екатеринбург
ул. Грибоедова, д. 23, Екатеринбург
ул. Грибоедова, д. 24, Екатеринбург
ул. Грибоедова, д. 25, Екатеринбург
ул. Грибоедова, д. 27, Екатеринбург
ул. Грибоедова, д. 28, Екатеринбург
ул. Грибоедова, д. 29, Екатеринбург
ул. Дагестанская, д. 16, Екатеринбург
ул. Дагестанская, д. 34, Екатеринбург
пер. Запорожский, д. 4, Екатеринбург
пер. Запорожский, д. 5, Екатеринбург
пер. Запорожский, д. 6, Екатеринбург
пер. Запорожский, д. 7, Екатеринбург
пер. Запорожский, д. 8, Екатеринбург
пер. Запорожский, д. 11, Екатеринбург
пер. Запорожский, д. 12, Екатеринбург
ул. Зои Космодемьянской, д. 39, Екатеринбург
ул. Зои Космодемьянской, д. 41, Екатеринбург
ул. Зои Космодемьянской, д. 44, Екатеринбург
ул. Зои Космодемьянской, д. 46, Екатеринбург
ул. Зои Космодемьянской, д. 46А, Екатеринбург
ул. Зои Космодемьянской, д. 47, Екатеринбург
ул. Инженерная, д. 7, Екатеринбург
ул. Инженерная, д. 9, Екатеринбург
ул. Инженерная, д. 12, Екатеринбург
ул. Инженерная, д. 13, Екатеринбург
ул. Инженерная, д. 14, Екатеринбург
ул. Инженерная, д. 14А, Екатеринбург
ул. Инженерная, д. 15, Екатеринбург
ул. Инженерная, д. 19, Екатеринбург
ул. Инженерная, д. 20, Екатеринбург
ул. Инженерная, д. 21, к. 2, Екатеринбург
ул. Инженерная, д. 21, к. 3, Екатеринбург
ул. Инженерная, д. 26, Екатеринбург
ул. Инженерная, д. 28, Екатеринбург
ул. Инженерная, д. 30, Екатеринбург
ул. Инженерная, д. 31, Екатеринбург
ул. Инженерная, д. 32, Екатеринбург
ул. Инженерная, д. 32А, Екатеринбург
ул. Инженерная, д. 33, Екатеринбург
ул. Инженерная, д. 34, Екатеринбург
ул. Инженерная, д. 35, Екатеринбург
ул. Инженерная, д. 36, Екатеринбург
ул. Инженерная, д. 37, Екатеринбург
ул. Инженерная, д. 69, Екатеринбург
ул. Инженерная, д. 71, Екатеринбург
ул. Инженерная, д. 73, Екатеринбург
ул. Инженерная, д. 75, Екатеринбург
ул. Исетская, д. 10, Екатеринбург
ул. Косарева, д. 1, Екатеринбург
ул. Косарева, д. 5, Екатеринбург
ул. Косарева, д. 7, Екатеринбург
ул. Косарева, д. 15, Екатеринбург
ул. Косарева, д. 19, Екатеринбург
ул. Косарева, д. 20, Екатеринбург
пер. Многостаночников, д. 14, Екатеринбург
пер. Многостаночников, д. 15, Екатеринбург
пер. Многостаночников, д. 15А, Екатеринбург
пер. Многостаночников, д. 16, Екатеринбург
ул. Профсоюзная, д. 12, Екатеринбург
ул. Профсоюзная, д. 18, Екатеринбург
ул. Профсоюзная, д. 20, Екатеринбург
ул. Профсоюзная, д. 22, Екатеринбург
ул. Профсоюзная, д. 24, Екатеринбург
ул. Профсоюзная, д. 45, Екатеринбург
ул. Профсоюзная, д. 49, Екатеринбург
ул. Профсоюзная, д. 51, Екатеринбург
ул. Профсоюзная, д. 55, Екатеринбург
ул. Профсоюзная, д. 61, Екатеринбург
ул. Профсоюзная, д. 83, Екатеринбург
ул. Самаркандская, д. 10, Екатеринбург
ул. Самаркандская, д. 14, Екатеринбург
ул. Самаркандская, д. 15, Екатеринбург
ул. Самаркандская, д. 17, Екатеринбург
ул. Самаркандская, д. 19, Екатеринбург
ул. Славянская, д. 1, стр. 79, Екатеринбург
ул. Славянская, д. 54, Екатеринбург
ул. Тружеников, д. 2, Екатеринбург
пер. Хибиногорский, д. 29, Екатеринбург
пер. Хибиногорский, д. 31, Екатеринбург
ул. Черняховского, д. 26, Екатеринбург
ул. Черняховского, д. 31, Екатеринбург
ул. Черняховского, д. 34, Екатеринбург
ул. Черняховского, д. 35, Екатеринбург
ул. Черняховского, д. 37, Екатеринбург
ул. Черняховского, д. 40, Екатеринбург
ул. Черняховского, д. 41, Екатеринбург
ул. Черняховского, д. 41А, Екатеринбург
ул. Черняховского, д. 45, Екатеринбург
ул. Черняховского, д. 45А, Екатеринбург
ул. Черняховского, д. 46, Екатеринбург
ул. Черняховского, д. 48, Екатеринбург
ул. Черняховского, д. 52, Екатеринбург
ул. Черняховского, д. 52А, Екатеринбург
ул. Черняховского, д. 52Б, Екатеринбург
ул. Адмирала Ушакова, д. 22, Екатеринбург
ул. Адмирала Ушакова, д. 25, Екатеринбург
ул. Амбулаторная, д. 4, Екатеринбург
ул. Амбулаторная, д. 6, Екатеринбург
ул. Амбулаторная, д. 8, Екатеринбург
ул. Амбулаторная, д. 10, Екатеринбург
ул. Дошкольная, д. 2, Екатеринбург
ул. Дошкольная, д. 1, Екатеринбург
ул. Дошкольная, д. 3, Екатеринбург
ул. Дошкольная, д. 5, Екатеринбург
ул. Дошкольная, д. 7, Екатеринбург
ул. Забойщиков, д. 1, Екатеринбург
ул. Круговая, д. 15, Екатеринбург
ул. Круговая, д. 19, Екатеринбург
ул. Круговая, д. 20, Екатеринбург
ул. Круговая, д. 21, Екатеринбург
ул. Круговая, д. 26, Екатеринбург
ул. Круговая, д. 28, Екатеринбург
ул. Москвина, д. 14, Екатеринбург
ул. Бабушкина, д. 6, к. Б, Екатеринбург
ул. Бабушкина, д. 12, Екатеринбург
ул. Бабушкина, д. 13, Екатеринбург
ул. Бабушкина, д. 14, Екатеринбург
ул. Бабушкина, д. 18, к. А, Екатеринбург
ул. Бабушкина, д. 20, к. А, Екатеринбург
ул. Бабушкина, д. 20, Екатеринбург
ул. Бабушкина, д. 21, Екатеринбург
ул. Бабушкина, д. 22, Екатеринбург
ул. Бабушкина, д. 23, к. А, Екатеринбург
ул. Бабушкина, д. 23, к. Б, Екатеринбург
ул. Бабушкина, д. 23, к. В, Екатеринбург
ул. Бабушкина, д. 23, Екатеринбург
ул. Бабушкина, д. 24, Екатеринбург
ул. Бабушкина, д. 30, к. А, Екатеринбург
